Battery size (kWh),Solar scaling (%),Buy Electricity price (CHF/kWh),Sell PV price (CHF/kWh),Price type selection,Price peak power (CHF/kW max year/year),Battery C rate (-),Battery SOC for backup (%),Level of peak shaving (%),Battery SOC for peak shaving (%),Dataset choice,Self-consumption ratio with storage (%),Autarky ratio with storage (%),PV sell revenue with storage (CHF),Cost Buying Electricity with storage(CHF),Bill with storage (CHF),Gain of storage (CHF),Total gain of solar and storage (CHF),Throughput Energy (kWh),Number of equivalent 80% DOD cycles,Battery total price (CHF),Battery variable price (CHF/kWh),Cost of storage over 15 years (ct/kWh),Peak grid consumption with batt (kW),Reference grid injection (kWh),Reference grid consumption (kWh),Reference self-consumption (%),Reference autarky (%)
0.0,100.0,0.256,0.11199999999999999,**Fixed price**,0.0,0.5,20.0,100.0,20.0,House4.csv,56.073232563453935,29.347028161925202,504.78863060269,3545.881038307552,3041.092407704862,0.0,1977.636381841512,-0.0,0.0,0.0,0.0,0.0,10.7098933333,4507.041344666875,13851.097805888874,56.073232563453935,29.347028161925202
0.0,100.0,0.256,0.11199999999999999,**Fixed price**,0.0,0.5,20.0,100.0,20.0,House5.csv,16.738241456807803,44.03599469344064,1477.4400587544517,862.7739828906032,-614.6660758638485,0.0,2156.3248227039003,-0.0,0.0,0.0,0.0,0.0,7.3126,13191.429096021891,3370.2108706664185,16.738241456807803,44.03599469344064
0.0,100.0,0.256,0.11199999999999999,**Fixed price**,0.0,0.5,20.0,100.0,20.0,House5.csv,16.738241456807803,44.03599469344064,1477.4400587544517,862.7739828906032,-614.6660758638485,0.0,2156.3248227039003,-0.0,0.0,0.0,0.0,0.0,7.3126,13191.429096021891,3370.2108706664185,16.738241456807803,44.03599469344064
0.0,100.0,0.256,0.11199999999999999,**Fixed price**,0.0,0.5,20.0,100.0,20.0,House5.csv,16.738241456807803,44.03599469344064,1477.4400587544517,862.7739828906032,-614.6660758638485,0.0,2156.3248227039003,-0.0,0.0,0.0,0.0,0.0,7.3126,13191.429096021891,3370.2108706664185,16.738241456807803,44.03599469344064
1.0,100.0,0.256,0.11199999999999999,**Fixed price**,0.0,0.5,20.0,100.0,20.0,House5.csv,19.95861903350733,44.66883749684267,1420.2959998325841,853.0177064582078,-567.2782933743763,-47.387782489472215,2108.937040214428,307.499304430569,384.3741305382112,1622.2222222222222,622.2222222222223,35.1702090345922,7.1153497467,13191.429096021891,3370.2108706664185,16.738241456807803,44.03599469344064
2.0,100.0,0.256,0.11199999999999999,**Fixed price**,0.0,0.5,20.0,100.0,20.0,House5.csv,21.956544459071758,49.41734926231979,1384.8437693034675,779.811859481001,-605.0319098224666,-9.634166041381945,2146.6906566625184,593.4596441852834,370.9122776158021,2233.3333333333335,616.6666666666667,25.088292076420355,7.1153497467,13191.429096021891,3370.2108706664185,16.738241456807803,44.03599469344064
3.0,100.0,0.256,0.11199999999999999,**Fixed price**,0.0,0.5,20.0,100.0,20.0,House5.csv,23.856637491336073,53.93357244157338,1351.127527773795,710.1871098112201,-640.9404179625749,26.27434209872638,2182.5991648026265,865.431322582865,360.5963844095271,2833.3333333333335,611.1111111111112,21.82598248525986,7.1153497467,13191.429096021891,3370.2108706664185,16.738241456807803,44.03599469344064
4.0,100.0,0.256,0.11199999999999999,**Fixed price**,0.0,0.5,20.0,100.0,20.0,House5.csv,25.549518212598088,57.95275778616684,1321.0881695372268,648.2249873945816,-672.8631821426452,58.197106278796696,2214.5219289826973,1107.470863272859,346.08464477276846,3422.2222222222226,605.5555555555557,20.60082623518529,7.1153497467,13191.429096021891,3370.2108706664185,16.738241456807803,44.03599469344064
5.0,100.0,0.256,0.11199999999999999,**Fixed price**,0.0,0.5,20.0,100.0,20.0,House5.csv,27.005491016857146,61.40323927798924,1295.2526289108118,595.0303376678046,-700.2222912430072,85.55621537915874,2241.881038083059,1315.2624637680824,328.8156159420206,4000.0,600.0,20.274787277262973,7.1153497467,13191.429096021891,3370.2108706664185,16.738241456807803,44.03599469344064
6.0,100.0,0.256,0.11199999999999999,**Fixed price**,0.0,0.5,20.0,100.0,20.0,House5.csv,28.282170119953065,64.43740115308498,1272.5985692069185,548.2539157271048,-724.3446534798137,109.6785776159652,2266.0034003198657,1497.9828619739405,312.0797629112376,4566.666666666667,594.4444444444445,20.323626669751626,7.1153497467,13191.429096021891,3370.2108706664185,16.738241456807803,44.03599469344064
7.0,100.0,0.256,0.11199999999999999,**Fixed price**,0.0,0.5,20.0,100.0,20.0,House5.csv,29.398583613234596,67.09289287088713,1252.7883460508406,507.315295387995,-745.4730506628456,130.8069747989971,2287.1317975028974,1657.8993476735882,296.0534549417122,5122.222222222223,588.8888888888889,20.59723842467627,7.1153497467,13191.429096021891,3370.2108706664185,16.738241456807803,44.03599469344064
8.0,100.0,0.256,0.11199999999999999,**Fixed price**,0.0,0.5,20.0,100.0,20.0,House5.csv,30.334151539486026,69.31899346706608,1236.1871409344164,472.9964208335433,-763.1907201008731,148.52464423702463,2304.849466940925,1791.957451401915,279.9933517815492,5666.666666666667,583.3333333333334,21.081849766144174,7.1153497467,13191.429096021891,3370.2108706664185,16.738241456807803,44.03599469344064
9.0,100.0,0.256,0.11199999999999999,**Fixed price**,0.0,0.5,20.0,100.0,20.0,House5.csv,31.12533584546211,71.20227645553601,1222.147954062084,443.96262391404616,-778.1853301480378,163.5192542841893,2319.84407698809,1905.370720618701,264.6348223081529,6200.0,577.7777777777778,21.693066281564256,7.1153497467,13191.429096021891,3370.2108706664185,16.738241456807803,44.03599469344064
10.0,100.0,0.256,0.11199999999999999,**Fixed price**,0.0,0.5,20.0,100.0,20.0,House5.csv,31.80200289222147,72.81365510491814,1210.1408211500072,419.1206640211335,-791.0201571288737,176.35408126502523,2332.6789039689256,2002.409626450391,250.30120330629887,6722.222222222223,572.2222222222223,22.380443153510324,7.1153497467,13191.429096021891,3370.2108706664185,16.738241456807803,44.03599469344064
11.0,100.0,0.256,0.11199999999999999,**Fixed price**,0.0,0.5,20.0,100.0,20.0,House5.csv,32.419400633921406,74.284307532501,1199.1853936916882,396.44822223568667,-802.7371714560015,188.07109559215303,2344.3959182960534,2090.9738521747922,237.61066501986272,7233.333333333334,566.6666666666667,23.062087635417814,7.1153497467,13191.429096021891,3370.2108706664185,16.738241456807803,44.03599469344064
12.0,100.0,0.256,0.11199999999999999,**Fixed price**,0.0,0.5,20.0,100.0,20.0,House5.csv,32.98903647969461,75.64155638376387,1189.0774782191702,375.52407660380675,-813.5534016153634,198.88732575151494,2355.2121484554154,2172.7087960493236,226.32383292180452,7733.333333333334,561.1111111111112,23.728700159588794,7.1153497467,13191.429096021891,3370.2108706664185,16.738241456807803,44.03599469344064
13.0,100.0,0.256,0.11199999999999999,**Fixed price**,0.0,0.5,20.0,100.0,20.0,House5.csv,33.51177514602522,76.88745480044044,1179.8017307522691,356.3165746863706,-823.4851560658985,208.81908020205003,2365.14390290595,2247.738100414308,216.12866350137574,8222.222222222223,555.5555555555557,24.38665554706361,7.0810866667,13191.429096021891,3370.2108706664185,16.738241456807803,44.03599469344064
14.0,100.0,0.256,0.11199999999999999,**Fixed price**,0.0,0.5,20.0,100.0,20.0,House5.csv,33.989446773192036,78.02634818065088,1171.325676327589,338.7587252731737,-832.5669510544153,217.9008751905668,2374.225697894467,2316.323449684608,206.81459372184,8700.0,550.0,25.039680882174427,7.0810866667,13191.429096021891,3370.2108706664185,16.738241456807803,44.03599469344064
15.0,100.0,0.256,0.11199999999999999,**Fixed price**,0.0,0.5,20.0,100.0,20.0,House5.csv,34.434960511310464,79.08888739706138,1163.420178254266,322.37799650477587,-841.0422517494901,226.3761758856416,2382.700998589542,2380.310671436163,198.35922261968025,9166.666666666668,544.4444444444445,25.67358616017953,7.0810866667,13191.429096021891,3370.2108706664185,16.738241456807803,44.03599469344064
17.0,100.0,0.256,0.11199999999999999,**Fixed price**,0.0,0.5,20.0,100.0,20.0,House5.csv,35.25107068313295,81.03608574191693,1148.938763821265,292.35884290298515,-856.5799209182799,241.91384505443136,2398.2386677583318,2497.572990193158,183.64507280832044,10066.666666666668,533.3333333333334,26.87053046082183,7.0810866667,13191.429096021891,3370.2108706664185,16.738241456807803,44.03599469344064
20.0,100.0,0.256,0.11199999999999999,**Fixed price**,0.0,0.5,20.0,100.0,20.0,House5.csv,36.3202293702413,83.58884302292118,1129.967054585989,253.00403699478724,-876.9630175912017,262.2969417273532,2418.6217644312537,2651.3027007720557,165.70641879825348,11333.333333333336,516.6666666666667,28.49752143863238,6.9981133333,13191.429096021891,3370.2108706664185,16.738241456807803,44.03599469344064
25.0,100.0,0.256,0.11199999999999999,**Fixed price**,0.0,0.5,20.0,100.0,20.0,House5.csv,37.62015371213373,86.69898443970357,1106.9005192441298,205.05626980386626,-901.8442494402635,287.178173576415,2443.5029962803155,2838.598666361591,141.92993331807955,13222.222222222223,488.8888888888889,31.053402931782937,6.9981133333,13191.429096021891,3370.2108706664185,16.738241456807803,44.03599469344064
30.0,100.0,0.256,0.11199999999999999,**Fixed price**,0.0,0.5,20.0,100.0,20.0,House5.csv,38.52807392909813,88.8783698880207,1090.789909497635,171.45758341252596,-919.3323260851091,304.6662502212606,2460.991072925161,2969.843535077764,123.74348062824016,14833.333333333336,461.1111111111112,33.297676366071435,6.9981133333,13191.429096021891,3370.2108706664185,16.738241456807803,44.03599469344064
35.0,100.0,0.256,0.11199999999999999,**Fixed price**,0.0,0.5,20.0,100.0,20.0,House5.csv,39.04621194353108,90.13227499483814,1081.5957983969236,152.1266456562007,-929.4691527407228,314.80307687687434,2471.1278995807747,3045.355010688409,108.76267895315746,16166.666666666668,433.33333333333337,35.390874758281264,6.9981133333,13191.429096021891,3370.2108706664185,16.738241456807803,44.03599469344064
40.0,100.0,0.256,0.11199999999999999,**Fixed price**,0.0,0.5,20.0,100.0,20.0,House5.csv,39.3956654879524,90.98566371096821,1075.3949124892117,138.9703038694355,-936.4246086197762,321.7585327559277,2478.083355459828,3096.7469707929613,96.77334283728004,17222.222222222226,405.5555555555556,37.07594320675643,6.9981133333,13191.429096021891,3370.2108706664185,16.738241456807803,44.03599469344064
45.0,100.0,0.256,0.11199999999999999,**Fixed price**,0.0,0.5,20.0,100.0,20.0,House5.csv,39.54992038346642,91.3755820298412,1072.657733190108,132.95909400099845,-939.6986391891096,325.0325633252611,2481.3573860291617,3120.228259341543,86.67300720393175,18000.000000000004,377.7777777777778,38.458724819485944,6.278926666699999,13191.429096021891,3370.2108706664185,16.738241456807803,44.03599469344064
50.0,100.0,0.256,0.11199999999999999,**Fixed price**,0.0,0.5,20.0,100.0,20.0,House5.csv,39.61674800984007,91.55791719490433,1071.4719089418165,130.14810798023728,-941.3238009615793,326.6577250977308,2482.982547801631,3131.208673485142,78.28021683712855,18500.000000000004,350.00000000000006,39.3884107366307,6.278926666699999,13191.429096021891,3370.2108706664185,16.738241456807803,44.03599469344064
50.0,100.0,0.256,0.11199999999999999,**Fixed price**,0.0,0.5,20.0,100.0,20.0,Building1.csv,93.13350974636128,41.324666878621045,113.34227714699213,4652.760640655273,4539.418363508281,515.1369448409905,3390.2522376459074,4648.513874991705,116.21284687479262,18500.000000000004,350.00000000000006,26.531776961417254,17.378,6234.843705093825,22472.10079421789,57.695509597110295,27.451490828856954
50.0,100.0,0.256,0.11199999999999999,**Fixed price**,0.0,0.5,20.0,100.0,20.0,Building1.csv,93.13350974636128,41.324666878621045,113.34227714699213,4652.760640655273,4539.418363508281,515.1369448409905,3390.2522376459074,4648.513874991705,116.21284687479262,18500.000000000004,350.00000000000006,26.531776961417254,17.378,6234.843705093825,22472.10079421789,57.695509597110295,27.451490828856954
50.0,100.0,0.256,0.11199999999999999,**Fixed price**,0.0,0.5,20.0,100.0,20.0,Building1.csv,93.13350974636128,41.324666878621045,113.34227714699213,4652.760640655273,4539.418363508281,515.1369448409905,3390.2522376459074,4648.513874991705,116.21284687479262,18500.000000000004,350.00000000000006,26.531776961417254,17.378,6234.843705093825,22472.10079421789,57.695509597110295,27.451490828856954
45.0,100.0,0.256,0.11199999999999999,**Fixed price**,0.0,0.5,20.0,100.0,20.0,Building1.csv,92.32229352459377,40.97172289728882,126.73268337162581,4680.747935781517,4554.015252409891,500.5400559393802,3375.655348744297,4539.188503404814,126.08856953902259,18000.000000000004,377.7777777777778,26.436443410532267,17.378,6234.843705093825,22472.10079421789,57.695509597110295,27.451490828856954
40.0,100.0,0.256,0.11199999999999999,**Fixed price**,0.0,0.5,20.0,100.0,20.0,Building1.csv,91.26254656980781,40.51205758503896,144.2254822569629,4717.197880910699,4572.972398653736,481.5829096955358,3356.6982025004527,4396.805905243949,137.4001845388734,17222.222222222226,405.5555555555556,26.113232489493882,17.378,6234.843705093825,22472.10079421789,57.695509597110295,27.451490828856954
35.0,100.0,0.256,0.11199999999999999,**Fixed price**,0.0,0.5,20.0,100.0,20.0,Building1.csv,89.76100891053146,39.86268337281669,169.01073516461258,4768.691116908764,4599.680381744151,454.87492660512,3329.990219410037,4195.660452126505,149.8450161473752,16166.666666666668,433.33333333333337,25.687917077072402,17.378,6234.843705093825,22472.10079421789,57.695509597110295,27.451490828856954
30.0,100.0,0.256,0.11199999999999999,**Fixed price**,0.0,0.5,20.0,100.0,20.0,Building1.csv,87.70224623259524,38.974031728424386,202.99386794469243,4839.158265100815,4636.1643971561225,418.3909111931489,3293.5062039980658,3920.3981545013075,163.34992310422115,14833.333333333336,461.1111111111112,25.224195347441185,17.378,6234.843705093825,22472.10079421789,57.695509597110295,27.451490828856954
25.0,100.0,0.256,0.11199999999999999,**Fixed price**,0.0,0.5,20.0,100.0,20.0,Building1.csv,84.83258088191461,37.73717118677046,250.36223132707775,4937.237231849622,4686.875000522544,367.6803078267276,3242.7956006316444,3537.2771906387834,176.86385953193914,13222.222222222223,488.8888888888889,24.919773994932473,17.378,6234.843705093825,22472.10079421789,57.695509597110295,27.451490828856954
24.0,100.0,0.256,0.11199999999999999,**Fixed price**,0.0,0.5,20.0,100.0,20.0,Building1.csv,84.1606980791572,37.44773858273594,261.45271919314195,4960.188283961903,4698.735564768761,355.8197435805105,3230.9350363854273,3447.624643325186,179.56378350652008,12866.666666666668,494.4444444444445,24.88025427705677,17.378,6234.843705093825,22472.10079421789,57.695509597110295,27.451490828856954
20.0,100.0,0.256,0.11199999999999999,**Fixed price**,0.0,0.5,20.0,100.0,20.0,Building1.csv,81.27822976091869,36.2063004203811,309.0324157957963,5058.630240953663,4749.597825157866,304.9574831914051,3180.072775996322,3063.085748826118,191.44285930163238,11333.333333333336,516.6666666666667,24.66648398090426,17.378,6234.843705093825,22472.10079421789,57.695509597110295,27.451490828856954
17.0,100.0,0.256,0.11199999999999999,**Fixed price**,0.0,0.5,20.0,100.0,20.0,Building1.csv,78.95118782229034,35.20428742707982,347.4439219070764,5138.086570703218,4790.642648796142,263.91265955312974,3139.0279523580466,2752.709460741919,202.40510740749403,10066.666666666668,533.3333333333334,24.380019783498373,17.378,6234.843705093825,22472.10079421789,57.695509597110295,27.451490828856954
15.0,100.0,0.256,0.11199999999999999,**Fixed price**,0.0,0.5,20.0,100.0,20.0,Building1.csv,77.29727276366103,34.49224125576427,374.7444046906073,5194.549486616674,4819.805081926066,234.75022642320528,3109.865519228122,2532.151195454985,211.01259962124874,9166.666666666668,544.4444444444445,24.134068779463416,17.378,6234.843705093825,22472.10079421789,57.695509597110295,27.451490828856954
14.0,100.0,0.256,0.11199999999999999,**Fixed price**,0.0,0.5,20.0,100.0,20.0,Building1.csv,76.41424936596073,34.112142982219254,389.3201018768648,5224.690027669468,4835.369925792603,219.18538255666863,3094.3006753615855,2414.4147069675087,215.57274169352755,8700.0,550.0,24.022385148924013,17.378,6234.843705093825,22472.10079421789,57.695509597110295,27.451490828856954
13.0,100.0,0.256,0.11199999999999999,**Fixed price**,0.0,0.5,20.0,100.0,20.0,Building1.csv,75.50270277415237,33.719796592715824,404.36661947534094,5255.801803972609,4851.435184497268,203.12012385200342,3078.2354166569203,2292.884330783359,220.4696471907076,8222.222222222223,555.5555555555557,23.90648934134739,17.378,6234.843705093825,22472.10079421789,57.695509597110295,27.451490828856954
12.0,100.0,0.256,0.11199999999999999,**Fixed price**,0.0,0.5,20.0,100.0,20.0,Building1.csv,74.54226908520597,33.30645764423226,420.22009589965876,5288.578221053632,4868.358125153973,186.19718319529875,3061.3124760002156,2164.85145156062,225.50535953756454,7733.333333333334,561.1111111111112,23.814823653784497,17.378,6234.843705093825,22472.10079421789,57.695509597110295,27.451490828856954
11.0,100.0,0.256,0.11199999999999999,**Fixed price**,0.0,0.5,20.0,100.0,20.0,Building1.csv,73.53493879767818,32.872980874742275,436.8476748242821,5322.951501006712,4886.10382618243,168.45148216684174,3043.5667749717586,2030.5808267439013,230.74782122089786,7233.333333333334,566.6666666666667,23.74799445907703,17.378,6234.843705093825,22472.10079421789,57.695509597110295,27.451490828856954
10.0,100.0,0.256,0.11199999999999999,**Fixed price**,0.0,0.5,20.0,100.0,20.0,Building1.csv,72.49380945381417,32.42499048662591,454.03316060802285,5358.4756631091705,4904.442502501148,150.11280584812357,3025.2280986530404,1891.814568531168,236.47682106639598,6722.222222222223,572.2222222222223,23.68879887081622,17.378,6234.843705093825,22472.10079421789,57.695509597110295,27.451490828856954
9.0,100.0,0.256,0.11199999999999999,**Fixed price**,0.0,0.5,20.0,100.0,20.0,Building1.csv,71.41839179357817,31.962276387225657,471.7846292612616,5395.167367016709,4923.382737755448,131.17257059382337,3006.2878633987402,1748.4876001423463,242.8455000197703,6200.0,577.7777777777778,23.639477529018986,17.378,6234.843705093825,22472.10079421789,57.695509597110295,27.451490828856954
8.0,100.0,0.256,0.11199999999999999,**Fixed price**,0.0,0.5,20.0,100.0,20.0,Building1.csv,70.31591496993687,31.487942839811613,489.9827521854251,5432.780454877412,4942.797702691987,111.75760565728433,2986.872898462201,1601.5614756864754,250.24398057601178,5666.666666666667,583.3333333333334,23.588090967026496,17.378,6234.843705093825,22472.10079421789,57.695509597110295,27.451490828856954
7.0,100.0,0.256,0.11199999999999999,**Fixed price**,0.0,0.5,20.0,100.0,20.0,Building1.csv,69.16040438169905,30.990836117134407,509.05628123746595,5472.199380521908,4963.1430992844425,91.41220906482886,2966.5275018697457,1447.581297387664,258.49666024779714,5122.222222222223,588.8888888888889,23.589796448581247,17.378,6234.843705093825,22472.10079421789,57.695509597110295,27.451490828856954
6.0,100.0,0.256,0.11199999999999999,**Fixed price**,0.0,0.5,20.0,100.0,20.0,Building1.csv,67.96620635294646,30.47711665972056,528.7684076577345,5512.935641308862,4984.167233651127,70.38807469814401,2945.503367503061,1288.4552786886247,268.42818306013015,4566.666666666667,594.4444444444445,23.628638842188188,17.378,6234.843705093825,22472.10079421789,57.695509597110295,27.451490828856954
5.0,100.0,0.256,0.11199999999999999,**Fixed price**,0.0,0.5,20.0,100.0,20.0,Building1.csv,66.71068863354648,29.93706597591124,549.4927125149038,5555.759881614223,5006.267169099319,48.28813924995211,2923.403432054869,1121.1730899958095,280.2932724989524,4000.0,600.0,23.784611764777853,17.378,6234.843705093825,22472.10079421789,57.695509597110295,27.451490828856954
4.0,100.0,0.256,0.11199999999999999,**Fixed price**,0.0,0.5,20.0,100.0,20.0,Building1.csv,65.35733798798402,29.355004954141577,571.8319044863943,5601.915403338267,5030.083498851873,24.47180949739868,2899.5871023023155,940.8780832612563,294.02440101914254,3422.2222222222226,605.5555555555557,24.24842837845099,17.378,6234.843705093825,22472.10079421789,57.695509597110295,27.451490828856954
3.0,100.0,0.256,0.11199999999999999,**Fixed price**,0.0,0.5,20.0,100.0,20.0,Building1.csv,63.89494376394394,28.726119639529674,595.9710331120376,5651.783937246025,5055.812904133987,-1.2575957847157042,2873.857697020201,746.0791226840843,310.8663011183684,2833.3333333333335,611.1111111111112,25.31754114889916,17.378,6234.843705093825,22472.10079421789,57.695509597110295,27.451490828856954
2.0,100.0,0.256,0.11199999999999999,**Fixed price**,0.0,0.5,20.0,100.0,20.0,Building1.csv,62.27464349425842,28.029428049426,622.7166506610793,5707.02928544719,5084.312634786111,-29.75732643683932,2845.3579663680775,530.2769812732804,331.42311329580025,2233.3333333333335,616.6666666666667,28.077569675263426,17.378,6234.843705093825,22472.10079421789,57.695509597110295,27.451490828856954
1.0,100.0,0.256,0.11199999999999999,**Fixed price**,0.0,0.5,20.0,100.0,20.0,Building1.csv,60.45043179485763,27.24517505834691,652.8281487293541,5769.2179643194595,5116.389815590105,-61.83450724083377,2813.280785564083,287.3524544284773,359.1905680355966,1622.2222222222222,622.2222222222223,37.636062083842916,17.378,6234.843705093825,22472.10079421789,57.695509597110295,27.451490828856954
0.0,100.0,0.256,0.11199999999999999,**Fixed price**,0.0,0.5,20.0,100.0,20.0,Building1.csv,57.695509597110295,27.451490828856954,698.3024949705083,5752.85780331978,5054.555308349271,0.0,2875.115292804917,-0.0,0.0,0.0,0.0,0.0,17.328,6234.843705093825,22472.10079421789,57.695509597110295,27.451490828856954
