time,Réseau/génératrice [kW],Consommation [kW],Loads [kW],AC-Flex as loads [kW],Solaire [kW],SoC de batterie [%],
2024-03-29T11:59:00,-0.01,4.56,3.47,1.07,6.59,65.07,
2024-03-29T12:00:00,0.02,4.59,3.48,1.09,6.4,66,
2024-03-29T12:01:00,0.02,4.2,2.94,1.21,5.07,66,
2024-03-29T12:02:00,0,1.56,0.18,1.33,4.99,66,
2024-03-29T12:03:00,0,1.93,0.57,1.35,5.47,66.33,
2024-03-29T12:04:00,0.01,2.2,0.83,1.34,5.51,67,
2024-03-29T12:05:00,0,2.41,1.08,1.31,5.97,67.57,
2024-03-29T12:06:00,-0.01,2.22,0.86,1.29,6.12,68,
2024-03-29T12:07:00,0.02,1.94,0.65,1.29,6.44,71.97,
2024-03-29T12:08:00,0,2.09,0.79,1.29,6.76,77.87,
2024-03-29T12:09:00,0,2.15,0.84,1.28,7.02,78.03,
2024-03-29T12:10:00,0,2.17,0.85,1.28,6.7,79,
2024-03-29T12:11:00,0,2.06,0.75,1.29,5.73,79.77,
2024-03-29T12:12:00,0,2.07,0.69,1.35,6.41,80,
2024-03-29T12:13:00,0,2.19,0.75,1.41,6.35,81,
2024-03-29T12:14:00,0,2.15,0.7,1.42,6.5,81.7,
2024-03-29T12:15:00,0,2.14,0.7,1.42,5.73,82.67,
2024-03-29T12:16:00,0.01,2.05,0.63,1.4,5.24,83,
2024-03-29T12:17:00,0.04,2.04,0.63,1.39,4.44,83.87,
2024-03-29T12:18:00,0.02,2.07,0.65,1.39,3.67,84,
2024-03-29T12:19:00,0.02,2.09,0.67,1.39,3.24,84,
2024-03-29T12:20:00,0.02,2.03,0.6,1.4,3.53,84,
2024-03-29T12:21:00,0.02,2.03,0.6,1.4,3.88,84,
2024-03-29T12:22:00,0,2.09,0.63,1.41,3.87,84.6,
2024-03-29T12:23:00,0.02,2.05,0.6,1.42,3.48,85,
2024-03-29T12:24:00,0.02,2.1,0.6,1.47,3.58,85,
2024-03-29T12:25:00,0.02,2.07,0.56,1.49,3.79,85,
2024-03-29T12:26:00,0.02,2.14,0.63,1.49,3.59,85.77,
2024-03-29T12:27:00,0.04,2.13,0.63,1.49,3.49,86,
2024-03-29T12:28:00,0.03,2.12,0.63,1.47,3.44,86,
2024-03-29T12:29:00,0.02,2.12,0.62,1.47,3.49,86,
2024-03-29T12:30:00,0.02,2.11,0.62,1.46,3.34,86,
2024-03-29T12:31:00,0.02,1.54,0.04,1.47,3.44,86,
2024-03-29T12:32:00,0.02,1.54,0.04,1.47,3.39,86.5,
2024-03-29T12:33:00,0.02,1.54,0.03,1.47,3.33,87,
2024-03-29T12:34:00,0.02,1.56,0.04,1.49,3.32,87,
2024-03-29T12:35:00,0.02,1.67,0.1,1.54,3.31,87.1,
2024-03-29T12:36:00,0.02,1.69,0.11,1.55,3.37,88,
2024-03-29T12:37:00,0.03,3.39,1.86,1.55,3.47,88,
2024-03-29T12:38:00,0.05,5.03,3.46,1.54,3.62,87.93,
2024-03-29T12:39:00,0.04,5.03,3.47,1.53,3.91,87,
2024-03-29T12:40:00,0.02,3.17,1.55,1.52,4.01,87,
2024-03-29T12:41:00,0.02,1.67,0.1,1.53,4.14,87.6,
2024-03-29T12:42:00,0.02,2.21,0.64,1.53,4.15,88,
2024-03-29T12:43:00,0.01,2.58,1.01,1.53,4.56,88,
2024-03-29T12:44:00,0.03,2.51,0.94,1.54,4.21,88,
2024-03-29T12:45:00,0.02,2.81,1.23,1.57,4.23,88,
2024-03-29T12:46:00,0.02,2.23,0.56,1.59,3.97,88.8,
2024-03-29T12:47:00,0.02,1.73,0.09,1.6,3.73,89,
2024-03-29T12:48:00,0.02,1.71,0.07,1.6,3.69,89,
2024-03-29T12:49:00,0.02,1.69,0.07,1.58,3.72,89.8,
2024-03-29T12:50:00,0.02,1.71,0.07,1.6,3.6,90,
2024-03-29T12:51:00,0.02,1.71,0.07,1.6,3.5,90,
2024-03-29T12:52:00,0.02,1.71,0.07,1.6,3.52,90,
2024-03-29T12:53:00,0.02,1.74,0.07,1.63,3.43,90,
2024-03-29T12:54:00,0.02,1.75,0.07,1.64,3.36,90.97,
2024-03-29T12:55:00,0.02,1.75,0.07,1.64,3.31,91,
2024-03-29T12:56:00,0.02,1.74,0.07,1.63,3.29,91,
2024-03-29T12:57:00,0.02,1.74,0.07,1.63,3.2,91.13,
2024-03-29T12:58:00,0.02,1.8,0.13,1.63,3.1,92,
2024-03-29T12:59:00,0.02,1.81,0.13,1.63,3.04,92,
2024-03-29T13:00:00,0.02,1.8,0.1,1.66,2.99,92,
2024-03-29T13:01:00,0.02,1.79,0.07,1.68,2.89,92,
2024-03-29T13:02:00,0.03,1.78,0.07,1.67,2.87,92,
2024-03-29T13:03:00,0.03,1.78,0.07,1.67,2.82,92,
2024-03-29T13:04:00,0.02,1.79,0.08,1.67,2.78,92,
2024-03-29T13:05:00,0.02,1.79,0.08,1.67,2.77,92,
2024-03-29T13:06:00,0.03,1.79,0.08,1.66,2.76,92.8,
2024-03-29T13:07:00,0.03,1.8,0.08,1.67,2.76,93,
2024-03-29T13:08:00,0.02,1.8,0.08,1.68,2.79,93,
2024-03-29T13:09:00,0.03,1.82,0.08,1.7,2.81,93,
2024-03-29T13:10:00,0.03,1.82,0.08,1.69,2.84,93,
2024-03-29T13:11:00,0.02,1.82,0.08,1.7,2.83,93,
2024-03-29T13:12:00,0.02,1.83,0.08,1.7,2.8,93.4,
2024-03-29T13:13:00,0.03,1.78,0.03,1.7,2.77,94,
2024-03-29T13:14:00,0.01,0.97,0.11,0.81,2.73,94,
2024-03-29T13:15:00,0,0.17,0.14,0.03,2.72,94,
2024-03-29T13:16:00,0,0.12,0.09,0.02,2.73,94,
2024-03-29T13:17:00,-0.01,0.1,0.07,0.02,2.76,94.77,
2024-03-29T13:18:00,-0.05,0.1,0.07,0.02,2.8,95,
2024-03-29T13:19:00,-0.11,0.09,0.07,0.02,2.85,95.6,
2024-03-29T13:20:00,-0.19,0.09,0.07,0.02,2.93,96,
2024-03-29T13:21:00,-0.26,0.09,0.07,0.02,2.99,96,
2024-03-29T13:22:00,-0.59,0.08,0.05,0.02,3.03,96.33,
2024-03-29T13:23:00,-1.4,0.05,0.03,0.02,3.09,97,
2024-03-29T13:24:00,-0.75,0.93,0.91,0.02,3.16,97,
2024-03-29T13:25:00,-0.81,0.95,0.93,0.02,3.26,97,
2024-03-29T13:26:00,-1.04,1.03,1.01,0.02,3.29,97.3,
2024-03-29T13:27:00,-0.7,1.38,1.35,0.02,3.25,98,
2024-03-29T13:28:00,-1.91,0.18,0.12,0.02,3.23,98,
2024-03-29T13:29:00,-2.04,0.03,-0.01,0.02,3.23,98,
2024-03-29T13:30:00,-2.04,0.06,0.03,0.02,3.26,98,
2024-03-29T13:31:00,-2.08,0.09,0.06,0.02,3.33,98,
2024-03-29T13:32:00,-2.17,0.09,0.05,0.02,3.42,98,
2024-03-29T13:33:00,-2.33,0.03,-0.01,0.02,3.52,98,
2024-03-29T13:34:00,-2.36,0.03,-0.02,0.02,3.55,98.13,
2024-03-29T13:35:00,-2.77,0.03,-0.03,0.02,3.94,99,
2024-03-29T13:36:00,-3.04,0.02,-0.04,0.02,4.22,99,
2024-03-29T13:37:00,-2.98,0.03,-0.04,0.02,4.14,99,
2024-03-29T13:38:00,-2.93,0.03,-0.04,0.02,4.11,99,
2024-03-29T13:39:00,-2.61,0.03,-0.03,0.02,3.79,99,
2024-03-29T13:40:00,-2.32,0.03,-0.02,0.02,3.51,99,
2024-03-29T13:41:00,-2.5,0.03,-0.02,0.02,3.68,99,
2024-03-29T13:42:00,-2.82,0.03,-0.03,0.02,3.99,99,
2024-03-29T13:43:00,-3.39,0.02,-0.05,0.02,4.55,99,
2024-03-29T13:44:00,-3.23,0.03,-0.04,0.02,4.4,99,
2024-03-29T13:45:00,-3.48,0.02,-0.05,0.02,4.64,99,
2024-03-29T13:46:00,-4.54,0.02,-0.08,0.02,5.68,99,
2024-03-29T13:47:00,-5.06,0.03,-0.08,0.02,6.22,99,
2024-03-29T13:48:00,-4.58,0.05,-0.02,0.02,5.8,99,
2024-03-29T13:49:00,-4.33,0.37,0.29,0.02,5.86,99,
2024-03-29T13:50:00,-3.79,0.68,0.62,0.02,5.63,99,
2024-03-29T13:51:00,-3.31,0.31,0.24,0.02,4.79,99,
2024-03-29T13:52:00,-3.17,0.1,0.03,0.02,4.43,99,
2024-03-29T13:53:00,-2.95,0.1,0.03,0.02,4.2,99,
2024-03-29T13:54:00,-4.21,0.09,0,0.02,5.43,99,
2024-03-29T13:55:00,-4.42,0.32,0.25,0.02,5.91,99,
2024-03-29T13:56:00,-4.39,0.94,0.87,0.02,6.52,99,
2024-03-29T13:57:00,-4.89,0.11,-0.03,0.02,6.11,99,
2024-03-29T13:58:00,-5.19,0.08,-0.05,0.02,6.4,99,
2024-03-29T13:59:00,-3.6,0.09,0,0.02,4.85,99,
2024-03-29T14:00:00,-2.57,0.1,0.03,0.02,3.82,99,
2024-03-29T14:01:00,-2.31,0.1,0.04,0.02,3.52,99,
2024-03-29T14:02:00,-2.06,0.1,0.05,0.02,3.32,99,
2024-03-29T14:03:00,-1.91,0.1,0.05,0.02,3.17,99,
2024-03-29T14:04:00,-1.84,0.1,0.05,0.02,3.1,99,
2024-03-29T14:05:00,-0.78,1.11,1.11,0.02,3.1,99,
2024-03-29T14:06:00,-1.21,0.82,0.77,0.02,3.2,99,
2024-03-29T14:07:00,-1.69,0.62,0.57,0.02,3.46,99,
2024-03-29T14:08:00,-2.84,0.1,0.04,0.02,4.09,99,
2024-03-29T14:09:00,-2.99,0.09,0.02,0.02,4.21,99,
2024-03-29T14:10:00,-3.49,0.09,0,0.02,4.7,99,
2024-03-29T14:11:00,-3.5,0.09,0,0.02,4.71,99,
2024-03-29T14:12:00,-3.85,0.09,-0.01,0.02,5.06,99,
2024-03-29T14:13:00,-4.33,0.08,0,0.02,5.57,99,
2024-03-29T14:14:00,-4.03,0.08,-0.02,0.02,5.24,99,
2024-03-29T14:15:00,-3.93,0.09,-0.01,0.02,5.15,99,
2024-03-29T14:16:00,-2.93,0.09,0.02,0.02,4.17,99,
2024-03-29T14:17:00,-3.02,0.09,0.01,0.02,4.24,99,
2024-03-29T14:18:00,-3.37,0.1,0.02,0.02,4.61,99,
2024-03-29T14:19:00,-3.66,0.11,0.06,0.02,4.93,99,
2024-03-29T14:20:00,-3.8,0.11,0.06,0.02,5.08,99,
2024-03-29T14:21:00,-2.82,0.1,0.03,0.02,4.07,99,
2024-03-29T14:22:00,-2.32,0.1,0.04,0.02,3.57,99,
2024-03-29T14:23:00,-2.06,0.1,0.04,0.02,3.3,99,
2024-03-29T14:24:00,-1.79,0.1,0.05,0.02,3.05,99,
2024-03-29T14:25:00,-1.61,0.1,0.06,0.02,2.87,99,
2024-03-29T14:26:00,-1.54,0.12,0.08,0.02,2.82,99,
2024-03-29T14:27:00,-1.53,0.1,0.07,0.02,2.79,99,
2024-03-29T14:28:00,-1.58,0.06,0.02,0.02,2.8,99,
2024-03-29T14:29:00,-1.64,0.04,0,0.02,2.83,99,
2024-03-29T14:30:00,-1.71,0.04,0,0.02,2.9,99,
2024-03-29T14:31:00,-1.81,0.04,-0.01,0.02,3,99,
2024-03-29T14:32:00,-1.9,0.04,-0.01,0.02,3.09,99,
2024-03-29T14:33:00,-2.01,0.03,-0.02,0.02,3.19,99,
2024-03-29T14:34:00,-2.13,0.06,0.01,0.02,3.33,99,
2024-03-29T14:35:00,-2.29,0.08,0.05,0.02,3.53,99,
2024-03-29T14:36:00,-2.2,0.07,0.05,0.02,3.45,99,
2024-03-29T14:37:00,-2.37,0.04,-0.01,0.02,3.56,99,
2024-03-29T14:38:00,-2.26,0.03,-0.02,0.02,3.44,99,
2024-03-29T14:39:00,-2.2,0.03,-0.02,0.02,3.37,99,
2024-03-29T14:40:00,-2.13,0.03,-0.02,0.02,3.32,99,
2024-03-29T14:41:00,-2.12,0.03,-0.02,0.02,3.31,99,
2024-03-29T14:42:00,-1.91,0.22,0.18,0.02,3.29,99,
2024-03-29T14:43:00,-1.39,0.63,0.58,0.02,3.17,99,
2024-03-29T14:44:00,-1.39,0.61,0.57,0.02,3.15,99,
2024-03-29T14:45:00,-1.36,0.61,0.56,0.02,3.13,99,
2024-03-29T14:46:00,-1.4,0.61,0.56,0.02,3.16,99,
2024-03-29T14:47:00,-1.63,0.6,0.56,0.02,3.38,99,
2024-03-29T14:48:00,-1.58,0.61,0.56,0.02,3.35,99,
2024-03-29T14:49:00,-1.68,0.6,0.56,0.02,3.44,99,
2024-03-29T14:50:00,-1.69,0.6,0.55,0.02,3.45,99,
2024-03-29T14:51:00,-2.57,0.62,0.59,0.02,4.36,99,
2024-03-29T14:52:00,-3.51,0.6,0.56,0.02,5.31,99,
2024-03-29T14:53:00,-2.99,0.6,0.56,0.02,4.78,99,
2024-03-29T14:54:00,-3.68,0.58,0.49,0.02,5.41,99,
2024-03-29T14:55:00,-2.94,0.59,0.52,0.02,4.69,99,
2024-03-29T14:56:00,-1.77,0.6,0.55,0.02,3.56,99,
2024-03-29T14:57:00,-1.54,0.6,0.55,0.02,3.32,99,
2024-03-29T14:58:00,-1.53,0.6,0.56,0.02,3.3,99,
2024-03-29T14:59:00,-1.72,0.6,0.55,0.02,3.5,99,
2024-03-29T15:00:00,-1.81,0.6,0.55,0.02,3.43,99,
2024-03-29T15:01:00,-2.45,0.58,0.52,0.02,3.65,99,
2024-03-29T15:02:00,-2.76,0.58,0.51,0.02,4,99,
2024-03-29T15:03:00,-3.21,0.57,0.5,0.02,4.45,99,
2024-03-29T15:04:00,-2.85,0.58,0.51,0.02,4.09,99,
2024-03-29T15:05:00,-3.97,0.59,0.5,0.02,5.09,99,
2024-03-29T15:06:00,-4.64,0.63,0.54,0.02,5.68,99,
2024-03-29T15:07:00,-4.64,0.62,0.53,0.02,5.68,99,
2024-03-29T15:08:00,-3.91,0.64,0.6,0.02,4.97,99,
2024-03-29T15:09:00,-3.15,0.66,0.64,0.02,4.21,99,
2024-03-29T15:10:00,-3.29,0.65,0.63,0.02,4.3,99,
2024-03-29T15:11:00,-3.21,0.64,0.57,0.02,4.15,99,
2024-03-29T15:12:00,-2.44,0.65,0.59,0.02,3.39,99,
2024-03-29T15:13:00,-2.35,0.65,0.59,0.02,3.27,99,
2024-03-29T15:14:00,-2.44,0.65,0.59,0.02,3.34,99,
2024-03-29T15:15:00,-2.25,0.65,0.59,0.02,3.15,99,
2024-03-29T15:16:00,-2.48,0.64,0.58,0.02,3.36,99,
2024-03-29T15:17:00,-2.28,0.64,0.59,0.02,3.16,99,
2024-03-29T15:18:00,-2.06,0.65,0.59,0.02,2.94,99,
2024-03-29T15:19:00,-1.89,0.64,0.59,0.02,2.76,99,
2024-03-29T15:20:00,-1.83,0.64,0.59,0.02,2.69,99,
2024-03-29T15:21:00,-1.77,0.64,0.59,0.02,2.62,99,
2024-03-29T15:22:00,-1.76,0.64,0.59,0.02,2.61,99,
2024-03-29T15:23:00,-1.81,0.64,0.59,0.02,2.65,99,
2024-03-29T15:24:00,-1.86,0.64,0.59,0.02,2.7,99,
2024-03-29T15:25:00,-2.01,0.65,0.6,0.02,2.86,99,
2024-03-29T15:26:00,-2.02,0.66,0.64,0.02,2.9,99,
2024-03-29T15:27:00,-2.31,0.62,0.59,0.02,3.15,99,
2024-03-29T15:28:00,-2.87,0.59,0.53,0.02,3.65,99,
2024-03-29T15:29:00,-3.29,0.57,0.5,0.02,4.05,99,
2024-03-29T15:30:00,-3.04,0.58,0.51,0.02,3.81,99,
2024-03-29T15:31:00,-2.23,0.59,0.53,0.02,3.02,99,
2024-03-29T15:32:00,-2.72,0.58,0.52,0.02,3.47,99,
2024-03-29T15:33:00,-5.17,0.54,0.44,0.02,5.87,99,
2024-03-29T15:34:00,-4.23,0.57,0.49,0.02,5.01,99,
2024-03-29T15:35:00,-5.5,0.56,0.46,0.02,6.24,99,
2024-03-29T15:36:00,-4.25,0.58,0.5,0.02,5.03,99,
2024-03-29T15:37:00,-2.61,0.6,0.54,0.02,3.42,99,
2024-03-29T15:38:00,-3.25,0.58,0.51,0.02,3.99,99,
2024-03-29T15:39:00,-3.13,0.57,0.5,0.02,3.89,99,
2024-03-29T15:40:00,-2.43,0.58,0.52,0.02,3.2,99,
2024-03-29T15:41:00,-1.96,0.58,0.53,0.02,2.73,99,
2024-03-29T15:42:00,-2.01,0.61,0.57,0.02,2.81,99,
2024-03-29T15:43:00,-2.01,0.62,0.59,0.02,2.85,99,
2024-03-29T15:44:00,-2.03,0.56,0.53,0.02,2.79,99,
2024-03-29T15:45:00,-2.18,0.51,0.46,0.02,2.87,99,
2024-03-29T15:46:00,-2.15,0.51,0.46,0.02,2.84,99,
2024-03-29T15:47:00,-2.13,0.51,0.46,0.02,2.82,99,
2024-03-29T15:48:00,-2.32,0.51,0.45,0.02,3,99,
2024-03-29T15:49:00,-2.13,0.51,0.46,0.02,2.82,99,
2024-03-29T15:50:00,-1.69,0.56,0.51,0.02,2.43,99,
2024-03-29T15:51:00,-1.49,0.56,0.53,0.02,2.26,99,
2024-03-29T15:52:00,-1.49,0.56,0.53,0.02,2.24,99,
2024-03-29T15:53:00,-1.54,0.56,0.53,0.02,2.29,99,
2024-03-29T15:54:00,-1.55,0.56,0.52,0.02,2.29,99,
2024-03-29T15:55:00,-1.61,0.56,0.52,0.02,2.35,99,
2024-03-29T15:56:00,-1.72,0.6,0.56,0.02,2.49,99,
2024-03-29T15:57:00,-1.79,0.61,0.58,0.02,2.6,99,
2024-03-29T15:58:00,-1.76,0.58,0.55,0.02,2.53,99,
2024-03-29T15:59:00,-2.11,0.51,0.47,0.02,2.8,99,
2024-03-29T16:00:00,-2.39,0.53,0.5,0.02,3.11,99,
2024-03-29T16:01:00,-1.82,0.53,0.49,0.02,2.5,99,
2024-03-29T16:02:00,-1.98,0.51,0.47,0.02,2.66,99,
2024-03-29T16:03:00,-1.93,0.51,0.46,0.02,2.61,99,
2024-03-29T16:04:00,-2.53,0.5,0.44,0.02,3.18,99,
2024-03-29T16:05:00,-3,0.5,0.42,0.02,3.65,99,
2024-03-29T16:06:00,-2.78,0.5,0.44,0.02,3.45,99,
2024-03-29T16:07:00,-3.24,0.49,0.42,0.02,3.88,99,
2024-03-29T16:08:00,-3.43,0.49,0.41,0.02,4.08,99,
2024-03-29T16:09:00,-3.28,0.49,0.42,0.02,3.94,99,
2024-03-29T16:10:00,-3.37,0.49,0.41,0.02,4.02,99,
2024-03-29T16:11:00,-2.71,0.5,0.43,0.02,3.39,99,
2024-03-29T16:12:00,-2.4,0.53,0.51,0.02,3.13,99,
2024-03-29T16:13:00,-2.12,0.55,0.52,0.02,2.87,99,
2024-03-29T16:14:00,-1.83,0.54,0.52,0.02,2.58,99,
2024-03-29T16:15:00,-1.85,0.51,0.46,0.02,2.51,99,
2024-03-29T16:16:00,-2.22,0.5,0.44,0.02,2.89,99,
2024-03-29T16:17:00,-2.08,0.5,0.45,0.02,2.75,99,
2024-03-29T16:18:00,-2.05,0.5,0.45,0.02,2.73,99,
2024-03-29T16:19:00,-1.86,0.51,0.46,0.02,2.54,99,
2024-03-29T16:20:00,-1.61,0.51,0.46,0.02,2.29,99,
2024-03-29T16:21:00,-1.41,0.52,0.49,0.02,2.1,99,
2024-03-29T16:22:00,-1.41,0.59,0.54,0.02,2.16,99,
2024-03-29T16:23:00,-1.53,0.58,0.54,0.02,2.27,99,
2024-03-29T16:24:00,-1.38,0.58,0.54,0.02,2.14,99,
2024-03-29T16:25:00,-1.3,0.58,0.54,0.02,2.04,99,
2024-03-29T16:26:00,-1.18,0.58,0.54,0.02,1.93,99,
2024-03-29T16:27:00,-0.98,0.59,0.55,0.02,1.71,99,
2024-03-29T16:28:00,-0.88,0.59,0.55,0.02,1.61,99,
2024-03-29T16:29:00,-0.74,0.66,0.63,0.02,1.53,99,
2024-03-29T16:30:00,-0.79,0.64,0.62,0.02,1.57,99,
2024-03-29T16:31:00,-0.81,0.61,0.58,0.02,1.55,99,
2024-03-29T16:32:00,-0.75,0.59,0.55,0.02,1.47,99,
2024-03-29T16:33:00,-0.7,0.59,0.55,0.02,1.41,99,
2024-03-29T16:34:00,-0.68,0.59,0.56,0.02,1.4,99,
2024-03-29T16:35:00,-0.7,0.59,0.55,0.02,1.41,99,
2024-03-29T16:36:00,-0.8,0.59,0.55,0.02,1.5,99,
2024-03-29T16:37:00,-0.89,0.56,0.51,0.02,1.56,99,
2024-03-29T16:38:00,-1.3,0.11,0.06,0.02,1.53,99,
2024-03-29T16:39:00,-1.28,0.11,0.06,0.02,1.5,99,
2024-03-29T16:40:00,-1.26,0.11,0.06,0.02,1.47,99,
2024-03-29T16:41:00,-1.23,0.11,0.07,0.02,1.45,99,
2024-03-29T16:42:00,-1.23,0.11,0.07,0.02,1.43,99,
2024-03-29T16:43:00,-1.21,0.11,0.07,0.02,1.43,99,
2024-03-29T16:44:00,-1.21,0.11,0.07,0.02,1.42,99,
2024-03-29T16:45:00,-1.15,0.15,0.13,0.02,1.42,99,
2024-03-29T16:46:00,-1.15,0.16,0.13,0.02,1.43,99,
2024-03-29T16:47:00,-1.2,0.14,0.11,0.02,1.46,99,
2024-03-29T16:48:00,-1.28,0.1,0.06,0.02,1.49,99,
2024-03-29T16:49:00,-1.28,0.1,0.06,0.02,1.49,99,
2024-03-29T16:50:00,-1.26,0.1,0.06,0.02,1.46,99,
2024-03-29T16:51:00,-1.23,0.1,0.06,0.02,1.45,99,
2024-03-29T16:52:00,-1.19,0.11,0.07,0.02,1.41,99,
2024-03-29T16:53:00,-1.16,0.11,0.07,0.02,1.39,99,
2024-03-29T16:54:00,-1.09,0.11,0.07,0.02,1.32,99,
2024-03-29T16:55:00,-1,0.11,0.07,0.02,1.23,99,
2024-03-29T16:56:00,-0.92,0.11,0.08,0.02,1.16,99,
2024-03-29T16:57:00,-0.86,0.11,0.08,0.02,1.1,99,
2024-03-29T16:58:00,-0.82,0.11,0.08,0.02,1.05,99,
2024-03-29T16:59:00,-0.8,0.08,0.04,0.02,1.01,99,
2024-03-29T17:00:00,-0.81,0.05,0.01,0.02,0.98,99,
2024-03-29T17:01:00,-0.77,0.08,0.05,0.02,0.95,99,
2024-03-29T17:02:00,-0.71,0.11,0.08,0.02,0.95,99,
2024-03-29T17:03:00,-0.71,0.11,0.08,0.02,0.94,99,
2024-03-29T17:04:00,-0.75,0.05,0.02,0.02,0.92,99,
2024-03-29T17:05:00,-0.74,0.05,0.02,0.02,0.9,99,
2024-03-29T17:06:00,-0.73,0.05,0.02,0.02,0.88,99,
2024-03-29T17:07:00,-0.72,0.05,0.02,0.02,0.87,99,
2024-03-29T17:08:00,-0.71,0.05,0.02,0.02,0.86,99,
2024-03-29T17:09:00,-0.72,0.05,0.02,0.02,0.86,99,
2024-03-29T17:10:00,-0.72,0.05,0.02,0.02,0.87,99,
2024-03-29T17:11:00,-0.72,0.05,0.02,0.02,0.87,99,
2024-03-29T17:12:00,-0.71,0.05,0.02,0.02,0.86,99,
2024-03-29T17:13:00,-0.7,0.05,0.02,0.02,0.85,99,
2024-03-29T17:14:00,-0.71,0.05,0.02,0.02,0.86,99,
2024-03-29T17:15:00,-0.72,0.05,0.02,0.02,0.86,99,
2024-03-29T17:16:00,-0.7,0.05,0.02,0.02,0.85,99,
2024-03-29T17:17:00,-0.7,0.06,0.03,0.02,0.85,99,
2024-03-29T17:18:00,-0.63,0.11,0.09,0.02,0.85,99,
2024-03-29T17:19:00,-0.63,0.11,0.08,0.02,0.85,99,
2024-03-29T17:20:00,-0.66,0.09,0.06,0.02,0.85,99,
2024-03-29T17:21:00,-0.7,0.05,0.02,0.02,0.85,99,
2024-03-29T17:22:00,-0.69,0.05,0.02,0.02,0.84,99,
2024-03-29T17:23:00,-0.68,0.05,0.02,0.02,0.84,99,
2024-03-29T17:24:00,-0.67,0.05,0.02,0.02,0.82,99,
2024-03-29T17:25:00,-0.66,0.05,0.02,0.02,0.81,99,
2024-03-29T17:26:00,-0.64,0.05,0.02,0.02,0.8,99,
2024-03-29T17:27:00,-0.63,0.05,0.02,0.02,0.78,99,
2024-03-29T17:28:00,-0.63,0.05,0.02,0.02,0.78,99,
2024-03-29T17:29:00,-0.61,0.05,0.02,0.02,0.77,99,
2024-03-29T17:30:00,-0.61,0.05,0.02,0.02,0.76,99,
2024-03-29T17:31:00,-0.6,0.05,0.02,0.02,0.75,99,
2024-03-29T17:32:00,-0.58,0.05,0.02,0.02,0.73,99,
2024-03-29T17:33:00,-0.57,0.05,0.02,0.02,0.71,99,
2024-03-29T17:34:00,-0.55,0.05,0.02,0.02,0.7,99,
2024-03-29T17:35:00,-0.48,0.1,0.08,0.02,0.68,99,
2024-03-29T17:36:00,-0.45,0.12,0.09,0.02,0.67,99,
2024-03-29T17:37:00,-0.4,0.16,0.13,0.02,0.65,99,
2024-03-29T17:38:00,-0.39,0.13,0.1,0.02,0.63,99,
2024-03-29T17:39:00,-0.4,0.13,0.1,0.02,0.62,99,
2024-03-29T17:40:00,-0.38,0.12,0.1,0.02,0.6,99,
2024-03-29T17:41:00,-0.37,0.12,0.1,0.02,0.59,99,
2024-03-29T17:42:00,-0.36,0.12,0.1,0.02,0.57,99,
2024-03-29T17:43:00,-0.34,0.12,0.1,0.02,0.55,99,
2024-03-29T17:44:00,-0.32,0.13,0.1,0.02,0.54,99,
2024-03-29T17:45:00,-0.31,0.13,0.1,0.02,0.52,99,
